ObservationDate,Country/Region,Deaths
04/24/2021,Australia,32280.0
04/24/2021,Austria,32281.0
04/24/2021,Azerbaijan,32282.0
04/24/2021,Bahamas,32283.0
04/24/2021,Bahrain,32284.0
04/24/2021,Bangladesh,32285.0
04/24/2021,Barbados,32286.0
04/24/2021,Belarus,32287.0
04/24/2021,Belgium,32288.0
04/24/2021,Belize,32289.0
04/24/2021,Benin,32290.0
04/24/2021,Bhutan,32291.0
04/24/2021,Bolivia,32292.0
04/24/2021,Bosnia and Herzegovina,32293.0
04/24/2021,Diamond Princess,32294.0
04/24/2021,Djibouti,32295.0
04/24/2021,Afghanistan,32296.0
04/24/2021,Dominican Republic,32297.0
04/24/2021,Hong Kong,32298.0
04/24/2021,Hungary,32299.0
04/24/2021,Iceland,32300.0
04/24/2021,India,32301.0
04/24/2021,Indonesia,32302.0
04/24/2021,Iran,32303.0
04/24/2021,Iraq,32304.0
04/24/2021,Ireland,32305.0
04/24/2021,Israel,32306.0
04/24/2021,Italy,32307.0
04/24/2021,Ivory Coast,32308.0
04/24/2021,Jamaica,32309.0
04/24/2021,Japan,32310.0
04/24/2021,Jordan,32311.0
04/24/2021,Kazakhstan,32312.0
04/24/2021,Kenya,32313.0
04/24/2021,Kiribati,32314.0
04/24/2021,Kosovo,32315.0
04/24/2021,Kuwait,32316.0
04/24/2021,Kyrgyzstan,32317.0
04/24/2021,Dominica,32318.0
04/24/2021,Honduras,32319.0
04/24/2021,Holy See,32320.0
04/24/2021,Latvia,32321.0
04/24/2021,Guyana,32322.0
04/24/2021,Haiti,32323.0
04/24/2021,Ecuador,32324.0
04/24/2021,Egypt,32325.0
04/24/2021,El Salvador,32326.0
04/24/2021,Equatorial Guinea,32327.0
04/24/2021,Eritrea,32328.0
04/24/2021,Estonia,32329.0
04/24/2021,Ethiopia,32330.0
04/24/2021,Fiji,32331.0
04/24/2021,Finland,32332.0
04/24/2021,Eswatini,32333.0
04/24/2021,Gabon,32334.0
04/24/2021,Guinea-Bissau,32335.0
04/24/2021,France,32336.0
04/24/2021,Guatemala,32337.0
04/24/2021,Grenada,32338.0
04/24/2021,Greece,32339.0
04/24/2021,Guinea,32340.0
04/24/2021,Germany,32341.0
04/24/2021,Georgia,32342.0
04/24/2021,Gambia,32343.0
04/24/2021,Ghana,32344.0
04/25/2020,Nigeria,32345.0
04/25/2020,Mozambique,32346.0
04/25/2020,Namibia,32347.0
04/25/2020,Nepal,32348.0
04/25/2020,Netherlands,32349.0
04/25/2020,New Zealand,32350.0
04/25/2020,Nicaragua,32351.0
04/25/2020,Niger,32352.0
04/25/2020,North Macedonia,32353.0
04/25/2020,Qatar,32354.0
04/25/2020,Oman,32355.0
04/25/2020,Pakistan,32356.0
04/25/2020,Panama,32357.0
04/25/2020,Papua New Guinea,32358.0
04/25/2020,Paraguay,32359.0
04/25/2020,Peru,32360.0
04/25/2020,Philippines,32361.0
04/25/2020,Poland,32362.0
04/25/2020,Portugal,32363.0
04/25/2020,Norway,32364.0
04/25/2020,Morocco,32365.0
04/25/2020,Maldives,32366.0
04/25/2020,Mongolia,32367.0
04/25/2020,Latvia,32368.0
04/25/2020,Lebanon,32369.0
04/25/2020,Liberia,32370.0
04/25/2020,Libya,32371.0
04/25/2020,Liechtenstein,32372.0
04/25/2020,Lithuania,32373.0
04/25/2020,Luxembourg,32374.0
04/25/2020,MS Zaandam,32375.0
04/25/2020,Macau,32376.0
04/25/2020,Madagascar,32377.0
04/25/2020,Mainland China,32378.0
04/25/2020,Malawi,32379.0
04/25/2020,Malaysia,32380.0
04/25/2020,Romania,32381.0
04/25/2020,Mali,32382.0
04/25/2020,Malta,32383.0
04/25/2020,Mauritania,32384.0
04/25/2020,Mauritius,32385.0
04/25/2020,Mexico,32386.0
04/25/2020,Moldova,32387.0
04/25/2020,Monaco,32388.0
04/25/2020,Montenegro,32389.0
04/25/2020,Russia,32390.0
04/25/2020,Seychelles,32391.0
04/25/2020,Saint Kitts and Nevis,32392.0
04/25/2020,Thailand,32393.0
04/25/2020,Timor-Leste,32394.0
04/25/2020,Togo,32395.0
04/25/2020,Trinidad and Tobago,32396.0
04/25/2020,Tunisia,32397.0
04/25/2020,Turkey,32398.0
04/25/2020,UK,32399.0
04/25/2020,US,32400.0
04/25/2020,Uganda,32401.0
04/25/2020,Tanzania,32402.0
04/25/2020,Ukraine,32403.0
04/25/2020,Uruguay,32404.0
04/25/2020,Uzbekistan,32405.0
04/25/2020,Venezuela,32406.0
04/25/2020,Vietnam,32407.0
04/25/2020,West Bank and Gaza,32408.0
04/25/2020,Yemen,32409.0
04/25/2020,Zambia,32410.0
04/25/2020,Zimbabwe,32411.0
04/25/2020,Laos,32412.0
04/25/2020,United Arab Emirates,32413.0
04/25/2020,Rwanda,32414.0
04/25/2020,Taiwan,32415.0
04/25/2020,Switzerland,32416.0
04/25/2020,Saint Lucia,32417.0
04/25/2020,Saint Vincent and the Grenadines,32418.0
04/25/2020,Samoa,32419.0
04/25/2020,San Marino,32420.0
04/25/2020,Sao Tome and Principe,32421.0
04/25/2020,Saudi Arabia,32422.0
04/25/2020,Senegal,32423.0
04/25/2020,Serbia,32424.0
04/25/2020,Sierra Leone,32425.0
04/25/2020,Syria,32426.0
04/25/2020,Singapore,32427.0
04/25/2020,Slovenia,32428.0
04/25/2020,Somalia,32429.0
04/25/2020,South Africa,32430.0
04/25/2020,South Korea,32431.0
04/25/2020,South Sudan,32432.0
04/25/2020,Spain,32433.0
04/25/2020,Sri Lanka,32434.0
04/25/2020,Sudan,32435.0
04/25/2020,Suriname,32436.0
04/25/2020,Slovakia,32437.0
04/25/2020,Sweden,32438.0
04/25/2020,Kyrgyzstan,32439.0
04/25/2020,Kosovo,32440.0
04/25/2020,Brunei,32441.0
04/25/2020,Bulgaria,32442.0
04/25/2020,Burkina Faso,32443.0
04/25/2020,Burma,32444.0
04/25/2020,Burundi,32445.0
04/25/2020,Cabo Verde,32446.0
04/25/2020,Cambodia,32447.0
04/25/2020,Cameroon,32448.0
04/25/2020,Canada,32449.0
04/25/2020,Central African Republic,32450.0
04/25/2020,Chad,32451.0
04/25/2020,Chile,32452.0
04/25/2020,Colombia,32453.0
04/25/2020,Congo (Brazzaville),32454.0
04/25/2020,Congo (Kinshasa),32455.0
04/25/2020,Costa Rica,32456.0
04/25/2020,Croatia,32457.0
04/25/2020,Cuba,32458.0
04/25/2020,Cyprus,32459.0
04/25/2020,Brazil,32460.0
04/25/2020,Bosnia and Herzegovina,32461.0
04/25/2020,Bolivia,32462.0
04/25/2020,Bhutan,32463.0
04/25/2020,Kuwait,32464.0
04/25/2020,Afghanistan,32465.0
04/25/2020,Albania,32466.0
04/25/2020,Algeria,32467.0
04/25/2020,Andorra,32468.0
04/25/2020,Angola,32469.0
04/25/2020,Antigua and Barbuda,32470.0
04/25/2020,Argentina,32471.0
04/25/2020,Armenia,32472.0
04/25/2020,Czech Republic,32473.0
04/25/2020,Australia,32474.0
04/25/2020,Azerbaijan,32475.0
04/25/2020,Bahamas,32476.0
04/25/2020,Bahrain,32477.0
04/25/2020,Bangladesh,32478.0
04/25/2020,Barbados,32479.0
04/25/2020,Belarus,32480.0
04/25/2020,Belgium,32481.0
04/25/2020,Belize,32482.0
04/25/2020,Benin,32483.0
04/25/2020,Austria,32484.0
04/25/2020,Denmark,32485.0
04/25/2020,Botswana,32486.0
04/25/2020,Djibouti,32487.0
04/25/2020,Haiti,32488.0
04/25/2020,Holy See,32489.0
04/25/2020,Honduras,32490.0
04/25/2020,Hong Kong,32491.0
04/25/2020,Hungary,32492.0
04/25/2020,Iceland,32493.0
04/25/2020,India,32494.0
04/25/2020,Iran,32495.0
04/25/2020,Iraq,32496.0
04/25/2020,Guyana,32497.0
04/25/2020,Ireland,32498.0
04/25/2020,Italy,32499.0
04/25/2020,Ivory Coast,32500.0
04/25/2020,Jamaica,32501.0
04/25/2020,Japan,32502.0
04/25/2020,Jordan,32503.0
04/25/2020,Kazakhstan,32504.0
04/25/2020,Kenya,32505.0
04/25/2020,Diamond Princess,32506.0
04/25/2020,Kiribati,32507.0
04/25/2020,Israel,32508.0
04/25/2020,Guinea-Bissau,32509.0
04/25/2020,Indonesia,32510.0
04/25/2020,Estonia,32511.0
04/25/2020,Dominica,32512.0
04/25/2020,Dominican Republic,32513.0
04/25/2020,Guinea,32514.0
04/25/2020,Ecuador,32515.0
04/25/2020,Egypt,32516.0
04/25/2020,El Salvador,32517.0
04/25/2020,Equatorial Guinea,32518.0
04/25/2020,Eritrea,32519.0
04/25/2020,Eswatini,32520.0
04/25/2020,Ethiopia,32521.0
04/25/2020,Fiji,32522.0
04/25/2020,France,32523.0
04/25/2020,Gabon,32524.0
04/25/2020,Gambia,32525.0
04/25/2020,Georgia,32526.0
04/25/2020,Germany,32527.0
04/25/2020,Ghana,32528.0
04/25/2020,Greece,32529.0
04/25/2020,Grenada,32530.0
04/25/2020,Guatemala,32531.0
04/25/2020,Finland,32532.0
04/25/2021,Nicaragua,32533.0
04/25/2021,Nigeria,32534.0
04/25/2021,Niger,32535.0
04/25/2021,New Zealand,32536.0
04/25/2021,Romania,32537.0
04/25/2021,Nepal,32538.0
04/25/2021,North Macedonia,32539.0
04/25/2021,Namibia,32540.0
04/25/2021,Netherlands,32541.0
04/25/2021,Norway,32542.0
04/25/2021,Qatar,32543.0
04/25/2021,Pakistan,32544.0
04/25/2021,Panama,32545.0
04/25/2021,Papua New Guinea,32546.0
04/25/2021,Paraguay,32547.0
04/25/2021,Peru,32548.0
04/25/2021,Philippines,32549.0
04/25/2021,Poland,32550.0
04/25/2021,Portugal,32551.0
04/25/2021,Mozambique,32552.0
04/25/2021,Oman,32553.0
04/25/2021,Morocco,32554.0
04/25/2021,Libya,32555.0
04/25/2021,Mongolia,32556.0
04/25/2021,Russia,32557.0
04/25/2021,Liberia,32558.0
04/25/2021,Liechtenstein,32559.0
04/25/2021,Lithuania,32560.0
04/25/2021,Luxembourg,32561.0
04/25/2021,MS Zaandam,32562.0
04/25/2021,Macau,32563.0
04/25/2021,Madagascar,32564.0
04/25/2021,Mainland China,32565.0
04/25/2021,Malawi,32566.0
04/25/2021,Malaysia,32567.0
04/25/2021,Maldives,32568.0
04/25/2021,Mali,32569.0
04/25/2021,Malta,32570.0
04/25/2021,Marshall Islands,32571.0
04/25/2021,Mauritania,32572.0
04/25/2021,Mauritius,32573.0
04/25/2021,Mexico,32574.0
04/25/2021,Micronesia,32575.0
04/25/2021,Moldova,32576.0
04/25/2021,Monaco,32577.0
04/25/2021,Montenegro,32578.0
04/25/2021,Rwanda,32579.0
04/25/2021,Yemen,32580.0
04/25/2021,Zimbabwe,32581.0
04/25/2021,Tajikistan,32582.0
04/25/2021,Tanzania,32583.0
04/25/2021,Thailand,32584.0
04/25/2021,Timor-Leste,32585.0
04/25/2021,Togo,32586.0
04/25/2021,Trinidad and Tobago,32587.0
04/25/2021,Tunisia,32588.0
04/25/2021,Turkey,32589.0
04/25/2021,UK,32590.0
04/25/2021,US,32591.0
04/25/2021,Uganda,32592.0
04/25/2021,Ukraine,32593.0
04/25/2021,United Arab Emirates,32594.0
04/25/2021,Uruguay,32595.0
04/25/2021,Uzbekistan,32596.0
04/25/2021,Vanuatu,32597.0
04/25/2021,Venezuela,32598.0
04/25/2021,Vietnam,32599.0
04/25/2021,West Bank and Gaza,32600.0
04/25/2021,Zambia,32601.0
04/25/2021,Lesotho,32602.0
04/25/2021,Taiwan,32603.0
04/25/2021,Saint Kitts and Nevis,32604.0
04/25/2021,Syria,32605.0
04/25/2021,Sweden,32606.0
04/25/2021,Saint Vincent and the Grenadines,32607.0
04/25/2021,Samoa,32608.0
04/25/2021,San Marino,32609.0
04/25/2021,Sao Tome and Principe,32610.0
04/25/2021,Saudi Arabia,32611.0
04/25/2021,Senegal,32612.0
04/25/2021,Serbia,32613.0
04/25/2021,Seychelles,32614.0
04/25/2021,Sierra Leone,32615.0
04/25/2021,Singapore,32616.0
04/25/2021,Slovakia,32617.0
04/25/2021,Slovenia,32618.0
04/25/2021,Solomon Islands,32619.0
04/25/2021,Somalia,32620.0
04/25/2021,South Africa,32621.0
04/25/2021,South Korea,32622.0
04/25/2021,South Sudan,32623.0
04/25/2021,Spain,32624.0
04/25/2021,Sri Lanka,32625.0
04/25/2021,Sudan,32626.0
04/25/2021,Suriname,32627.0
04/25/2021,Switzerland,32628.0
04/25/2021,Lebanon,32629.0
04/25/2021,Saint Lucia,32630.0
04/25/2021,Laos,32631.0
04/25/2021,Bulgaria,32632.0
04/25/2021,Burkina Faso,32633.0
04/25/2021,Burma,32634.0
04/25/2021,Burundi,32635.0
04/25/2021,Cabo Verde,32636.0
04/25/2021,Cambodia,32637.0
04/25/2021,Cameroon,32638.0
04/25/2021,Canada,32639.0
04/25/2021,Central African Republic,32640.0
04/25/2021,Brunei,32641.0
04/25/2021,Chad,32642.0
04/25/2021,Colombia,32643.0
04/25/2021,Comoros,32644.0
04/25/2021,Congo (Brazzaville),32645.0
04/25/2021,Congo (Kinshasa),32646.0
04/25/2021,Costa Rica,32647.0
04/25/2021,Croatia,32648.0
04/25/2021,Cuba,32649.0
04/25/2021,Cyprus,32650.0
04/25/2021,Czech Republic,32651.0
04/25/2021,Chile,32652.0
04/25/2021,Brazil,32653.0
04/25/2021,Botswana,32654.0
04/25/2021,Bosnia and Herzegovina,32655.0
04/25/2021,Latvia,32656.0
04/25/2021,Albania,32657.0
04/25/2021,Algeria,32658.0
04/25/2021,Andorra,32659.0
04/25/2021,Angola,32660.0
04/25/2021,Antigua and Barbuda,32661.0
04/25/2021,Argentina,32662.0
04/25/2021,Armenia,32663.0
04/25/2021,Australia,32664.0
04/25/2021,Austria,32665.0
04/25/2021,Azerbaijan,32666.0
04/25/2021,Bahamas,32667.0
04/25/2021,Bahrain,32668.0
04/25/2021,Bangladesh,32669.0
04/25/2021,Barbados,32670.0
04/25/2021,Belarus,32671.0
04/25/2021,Belgium,32672.0
04/25/2021,Belize,32673.0
04/25/2021,Benin,32674.0
04/25/2021,Bhutan,32675.0
04/25/2021,Bolivia,32676.0
04/25/2021,Denmark,32677.0
04/25/2021,Diamond Princess,32678.0
04/25/2021,Afghanistan,32679.0
04/25/2021,Dominica,32680.0
04/25/2021,Honduras,32681.0
04/25/2021,Hong Kong,32682.0
04/25/2021,Hungary,32683.0
04/25/2021,Iceland,32684.0
04/25/2021,India,32685.0
04/25/2021,Indonesia,32686.0
04/25/2021,Iran,32687.0
04/25/2021,Iraq,32688.0
04/25/2021,Israel,32689.0
04/25/2021,Holy See,32690.0
04/25/2021,Italy,32691.0
04/25/2021,Jamaica,32692.0
04/25/2021,Japan,32693.0
04/25/2021,Jordan,32694.0
04/25/2021,Kazakhstan,32695.0
04/25/2021,Kenya,32696.0
04/25/2021,Kiribati,32697.0
04/25/2021,Kosovo,32698.0
04/25/2021,Kuwait,32699.0
04/25/2021,Kyrgyzstan,32700.0
04/25/2021,Ivory Coast,32701.0
04/25/2021,Haiti,32702.0
04/25/2021,Ireland,32703.0
04/25/2021,Guinea-Bissau,32704.0
04/25/2021,Dominican Republic,32705.0
04/25/2021,Guyana,32706.0
04/25/2021,Ecuador,32707.0
04/25/2021,Egypt,32708.0
04/25/2021,El Salvador,32709.0
04/25/2021,Equatorial Guinea,32710.0
04/25/2021,Eritrea,32711.0
04/25/2021,Estonia,32712.0
04/25/2021,Eswatini,32713.0
04/25/2021,Ethiopia,32714.0
04/25/2021,Fiji,32715.0
04/25/2021,Djibouti,32716.0
04/25/2021,France,32717.0
04/25/2021,Finland,32718.0
04/25/2021,Guinea,32719.0
04/25/2021,Grenada,32720.0
04/25/2021,Greece,32721.0
04/25/2021,Ghana,32722.0
04/25/2021,Guatemala,32723.0
04/25/2021,Georgia,32724.0
04/25/2021,Gambia,32725.0
04/25/2021,Gabon,32726.0
04/25/2021,Germany,32727.0
04/26/2020,North Macedonia,32728.0
04/26/2020,Nepal,32729.0
04/26/2020,Netherlands,32730.0
04/26/2020,New Zealand,32731.0
04/26/2020,Nicaragua,32732.0
04/26/2020,Namibia,32733.0
04/26/2020,Niger,32734.0
04/26/2020,Nigeria,32735.0
04/26/2020,Norway,32736.0
04/26/2020,Peru,32737.0
04/26/2020,Pakistan,32738.0
04/26/2020,Panama,32739.0
04/26/2020,Papua New Guinea,32740.0
04/26/2020,Paraguay,32741.0
04/26/2020,Philippines,32742.0
04/26/2020,Poland,32743.0
04/26/2020,Portugal,32744.0
04/26/2020,Qatar,32745.0
04/26/2020,Mozambique,32746.0
04/26/2020,Oman,32747.0
04/26/2020,Romania,32748.0
04/26/2020,Lebanon,32749.0
04/26/2020,Montenegro,32750.0
04/26/2020,Russia,32751.0
04/26/2020,Liberia,32752.0
04/26/2020,Libya,32753.0
04/26/2020,Liechtenstein,32754.0
04/26/2020,Lithuania,32755.0
04/26/2020,Luxembourg,32756.0
04/26/2020,MS Zaandam,32757.0
04/26/2020,Macau,32758.0
04/26/2020,Madagascar,32759.0
04/26/2020,Mainland China,32760.0
04/26/2020,Malawi,32761.0
04/26/2020,Malaysia,32762.0
04/26/2020,Maldives,32763.0
04/26/2020,Mali,32764.0
04/26/2020,Malta,32765.0
04/26/2020,Mauritania,32766.0
04/26/2020,Mauritius,32767.0
04/26/2020,Mexico,32768.0
04/26/2020,Moldova,32769.0
04/26/2020,Monaco,32770.0
04/26/2020,Mongolia,32771.0
04/26/2020,Morocco,32772.0
04/26/2020,Rwanda,32773.0
04/26/2020,Switzerland,32774.0
04/26/2020,Saint Lucia,32775.0
04/26/2020,Thailand,32776.0
04/26/2020,Timor-Leste,32777.0
04/26/2020,Togo,32778.0
04/26/2020,Trinidad and Tobago,32779.0
04/26/2020,Tunisia,32780.0
04/26/2020,Turkey,32781.0
04/26/2020,UK,32782.0
04/26/2020,US,32783.0
04/26/2020,Uganda,32784.0
04/26/2020,Tanzania,32785.0
04/26/2020,Ukraine,32786.0
04/26/2020,Uruguay,32787.0
04/26/2020,Uzbekistan,32788.0
04/26/2020,Venezuela,32789.0
04/26/2020,Vietnam,32790.0
04/26/2020,West Bank and Gaza,32791.0
04/26/2020,Yemen,32792.0
04/26/2020,Zambia,32793.0
04/26/2020,Zimbabwe,32794.0
04/26/2020,Latvia,32795.0
04/26/2020,United Arab Emirates,32796.0
04/26/2020,Saint Kitts and Nevis,32797.0
04/26/2020,Taiwan,32798.0
04/26/2020,Sweden,32799.0
04/26/2020,Saint Vincent and the Grenadines,32800.0
04/26/2020,Samoa,32801.0
04/26/2020,San Marino,32802.0
04/26/2020,Sao Tome and Principe,32803.0
04/26/2020,Saudi Arabia,32804.0
04/26/2020,Senegal,32805.0
04/26/2020,Serbia,32806.0
04/26/2020,Seychelles,32807.0
04/26/2020,Sierra Leone,32808.0
04/26/2020,Syria,32809.0
04/26/2020,Singapore,32810.0
04/26/2020,Slovenia,32811.0
04/26/2020,Somalia,32812.0
04/26/2020,South Africa,32813.0
04/26/2020,South Korea,32814.0
04/26/2020,South Sudan,32815.0
04/26/2020,Spain,32816.0
04/26/2020,Sri Lanka,32817.0
04/26/2020,Sudan,32818.0
04/26/2020,Suriname,32819.0
04/26/2020,Slovakia,32820.0
04/26/2020,Laos,32821.0
04/26/2020,Kyrgyzstan,32822.0
04/26/2020,Kuwait,32823.0
04/26/2020,Bulgaria,32824.0
04/26/2020,Burkina Faso,32825.0
04/26/2020,Burma,32826.0
04/26/2020,Burundi,32827.0
04/26/2020,Cabo Verde,32828.0
04/26/2020,Cambodia,32829.0
04/26/2020,Cameroon,32830.0
04/26/2020,Canada,32831.0
04/26/2020,Central African Republic,32832.0
04/26/2020,Chad,32833.0
04/26/2020,Chile,32834.0
04/26/2020,Colombia,32835.0
04/26/2020,Congo (Brazzaville),32836.0
04/26/2020,Congo (Kinshasa),32837.0
04/26/2020,Costa Rica,32838.0
04/26/2020,Croatia,32839.0
04/26/2020,Cuba,32840.0
04/26/2020,Cyprus,32841.0
04/26/2020,Czech Republic,32842.0
04/26/2020,Brunei,32843.0
04/26/2020,Botswana,32844.0
04/26/2020,Bosnia and Herzegovina,32845.0
04/26/2020,Bolivia,32846.0
04/26/2020,Afghanistan,32847.0
04/26/2020,Albania,32848.0
04/26/2020,Algeria,32849.0
04/26/2020,Andorra,32850.0
04/26/2020,Angola,32851.0
04/26/2020,Antigua and Barbuda,32852.0
04/26/2020,Argentina,32853.0
04/26/2020,Armenia,32854.0
04/26/2020,Australia,32855.0
04/26/2020,Denmark,32856.0
04/26/2020,Austria,32857.0
04/26/2020,Bahamas,32858.0
04/26/2020,Bahrain,32859.0
04/26/2020,Bangladesh,32860.0
04/26/2020,Barbados,32861.0
04/26/2020,Belarus,32862.0
04/26/2020,Belgium,32863.0
04/26/2020,Belize,32864.0
04/26/2020,Benin,32865.0
04/26/2020,Bhutan,32866.0
04/26/2020,Azerbaijan,32867.0
04/26/2020,Diamond Princess,32868.0
04/26/2020,Brazil,32869.0
04/26/2020,Dominica,32870.0
04/26/2020,Holy See,32871.0
04/26/2020,Honduras,32872.0
04/26/2020,Hong Kong,32873.0
04/26/2020,Hungary,32874.0
04/26/2020,Iceland,32875.0
04/26/2020,India,32876.0
04/26/2020,Indonesia,32877.0
04/26/2020,Iraq,32878.0
04/26/2020,Ireland,32879.0
04/26/2020,Haiti,32880.0
04/26/2020,Israel,32881.0
04/26/2020,Ivory Coast,32882.0
04/26/2020,Jamaica,32883.0
04/26/2020,Japan,32884.0
04/26/2020,Jordan,32885.0
04/26/2020,Kazakhstan,32886.0
04/26/2020,Kenya,32887.0
04/26/2020,Kiribati,32888.0
04/26/2020,Kosovo,32889.0
04/26/2020,Djibouti,32890.0
04/26/2020,Italy,32891.0
04/26/2020,Guyana,32892.0
04/26/2020,Iran,32893.0
04/26/2020,Ecuador,32894.0
04/26/2020,Dominican Republic,32895.0
04/26/2020,Guinea-Bissau,32896.0
04/26/2020,Egypt,32897.0
04/26/2020,El Salvador,32898.0
04/26/2020,Equatorial Guinea,32899.0
04/26/2020,Eritrea,32900.0
04/26/2020,Estonia,32901.0
04/26/2020,Ethiopia,32902.0
04/26/2020,Fiji,32903.0
04/26/2020,Finland,32904.0
04/26/2020,Eswatini,32905.0
04/26/2020,Gabon,32906.0
04/26/2020,Guinea,32907.0
04/26/2020,France,32908.0
04/26/2020,Grenada,32909.0
04/26/2020,Greece,32910.0
04/26/2020,Ghana,32911.0
04/26/2020,Guatemala,32912.0
04/26/2020,Georgia,32913.0
04/26/2020,Gambia,32914.0
04/26/2020,Germany,32915.0
04/26/2021,Oman,32916.0
04/26/2021,Nepal,32917.0
04/26/2021,Netherlands,32918.0
04/26/2021,New Zealand,32919.0
04/26/2021,Nicaragua,32920.0
04/26/2021,Niger,32921.0
04/26/2021,Nigeria,32922.0
04/26/2021,North Macedonia,32923.0
04/26/2021,Norway,32924.0
04/26/2021,Pakistan,32925.0
04/26/2021,Russia,32926.0
04/26/2021,Papua New Guinea,32927.0
04/26/2021,Paraguay,32928.0
04/26/2021,Peru,32929.0
04/26/2021,Philippines,32930.0
04/26/2021,Poland,32931.0
04/26/2021,Portugal,32932.0
04/26/2021,Qatar,32933.0
04/26/2021,Romania,32934.0
04/26/2021,Namibia,32935.0
04/26/2021,Panama,32936.0
04/26/2021,Mozambique,32937.0
04/26/2021,Libya,32938.0
04/26/2021,Montenegro,32939.0
04/26/2021,Rwanda,32940.0
04/26/2021,Liechtenstein,32941.0
04/26/2021,Lithuania,32942.0
04/26/2021,Luxembourg,32943.0
04/26/2021,MS Zaandam,32944.0
04/26/2021,Macau,32945.0
04/26/2021,Madagascar,32946.0
04/26/2021,Mainland China,32947.0
04/26/2021,Malawi,32948.0
04/26/2021,Malaysia,32949.0
04/26/2021,Maldives,32950.0
04/26/2021,Mali,32951.0
04/26/2021,Malta,32952.0
04/26/2021,Marshall Islands,32953.0
04/26/2021,Mauritania,32954.0
04/26/2021,Mauritius,32955.0
04/26/2021,Mexico,32956.0
04/26/2021,Micronesia,32957.0
04/26/2021,Moldova,32958.0
04/26/2021,Monaco,32959.0
04/26/2021,Mongolia,32960.0
04/26/2021,Morocco,32961.0
04/26/2021,Saint Kitts and Nevis,32962.0
04/26/2021,Zambia,32963.0
04/26/2021,Saint Vincent and the Grenadines,32964.0
04/26/2021,Tanzania,32965.0
04/26/2021,Thailand,32966.0
04/26/2021,Timor-Leste,32967.0
04/26/2021,Togo,32968.0
04/26/2021,Trinidad and Tobago,32969.0
04/26/2021,Tunisia,32970.0
04/26/2021,Turkey,32971.0
04/26/2021,UK,32972.0
04/26/2021,US,32973.0
04/26/2021,Uganda,32974.0
04/26/2021,Ukraine,32975.0
04/26/2021,United Arab Emirates,32976.0
04/26/2021,Uruguay,32977.0
04/26/2021,Uzbekistan,32978.0
04/26/2021,Vanuatu,32979.0
04/26/2021,Venezuela,32980.0
04/26/2021,Vietnam,32981.0
04/26/2021,West Bank and Gaza,32982.0
04/26/2021,Yemen,32983.0
04/26/2021,Liberia,32984.0
04/26/2021,Zimbabwe,32985.0
04/26/2021,Tajikistan,32986.0
04/26/2021,Saint Lucia,32987.0
04/26/2021,Taiwan,32988.0
04/26/2021,Switzerland,32989.0
04/26/2021,Samoa,32990.0
04/26/2021,San Marino,32991.0
04/26/2021,Sao Tome and Principe,32992.0
04/26/2021,Saudi Arabia,32993.0
04/26/2021,Senegal,32994.0
04/26/2021,Serbia,32995.0
04/26/2021,Seychelles,32996.0
04/26/2021,Sierra Leone,32997.0
04/26/2021,Singapore,32998.0
04/26/2021,Slovakia,32999.0
04/26/2021,Slovenia,33000.0
04/26/2021,Solomon Islands,33001.0
04/26/2021,Somalia,33002.0
04/26/2021,South Africa,33003.0
04/26/2021,South Korea,33004.0
04/26/2021,South Sudan,33005.0
04/26/2021,Spain,33006.0
04/26/2021,Sri Lanka,33007.0
04/26/2021,Sudan,33008.0
04/26/2021,Suriname,33009.0
04/26/2021,Sweden,33010.0
04/26/2021,Syria,33011.0
04/26/2021,Lesotho,33012.0
04/26/2021,Lebanon,33013.0
04/26/2021,Latvia,33014.0
04/26/2021,Burkina Faso,33015.0
04/26/2021,Burma,33016.0
04/26/2021,Burundi,33017.0
04/26/2021,Cabo Verde,33018.0
04/26/2021,Cambodia,33019.0
04/26/2021,Cameroon,33020.0
04/26/2021,Canada,33021.0
04/26/2021,Central African Republic,33022.0
04/26/2021,Chad,33023.0
04/26/2021,Bulgaria,33024.0
04/26/2021,Chile,33025.0
04/26/2021,Comoros,33026.0
04/26/2021,Congo (Brazzaville),33027.0
04/26/2021,Congo (Kinshasa),33028.0
04/26/2021,Costa Rica,33029.0
04/26/2021,Croatia,33030.0
04/26/2021,Cuba,33031.0
04/26/2021,Cyprus,33032.0
04/26/2021,Czech Republic,33033.0
04/26/2021,Denmark,33034.0
04/26/2021,Colombia,33035.0
04/26/2021,Brunei,33036.0
04/26/2021,Brazil,33037.0
04/26/2021,Botswana,33038.0
04/26/2021,Afghanistan,33039.0
04/26/2021,Algeria,33040.0
04/26/2021,Andorra,33041.0
04/26/2021,Angola,33042.0
04/26/2021,Antigua and Barbuda,33043.0
04/26/2021,Argentina,33044.0
04/26/2021,Armenia,33045.0
04/26/2021,Australia,33046.0
04/26/2021,Austria,33047.0
04/26/2021,Azerbaijan,33048.0
04/26/2021,Bahamas,33049.0
04/26/2021,Bahrain,33050.0
04/26/2021,Bangladesh,33051.0
04/26/2021,Barbados,33052.0
04/26/2021,Belarus,33053.0
04/26/2021,Belgium,33054.0
04/26/2021,Belize,33055.0
04/26/2021,Benin,33056.0
04/26/2021,Bhutan,33057.0
04/26/2021,Bolivia,33058.0
04/26/2021,Bosnia and Herzegovina,33059.0
04/26/2021,Diamond Princess,33060.0
04/26/2021,Djibouti,33061.0
